CID,SMILES
4799453,CC(C)C(C(=O)NC1=NC=CS1)NC(=O)C2=CC=CC=C2F
310116,C1CCC(=NNC(=O)C2=CC=CC=C2O)C1
2474912,CC(C)CCNC(=O)NC(=O)CSC1=NC=CC=N1
772378,CC1=NC2=CC=CC=C2C(=C1)NC3=CC(=CC=C3)Cl
2207232,CC(=O)C1=CC=C(C=C1)NC(=O)NNS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-]
5296270,CCN1C=C(C(=N1)C(=O)NC2=CC3=C(C=C2)OCCO3)Cl
1174021,CC1=CC(=CC=C1)CN2C(=NC3=C(C2=O)C=C(C=C3)[N+](=O)[O-])C
4415984,C1COCCN1NC(=O)C2=CC(=C(C=C2)Cl)[N+](=O)[O-]
2805189,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)C3=CC=C(C=C3)F
2174842,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=CC=C3F)NC4=CC=C(C=C4)O
971419,C1CN(CCC1CC2=CC=CC=C2)C(=S)C3=CC(=CC=C3)O
4422173,CCC(=O)C1=CNC(=C1)C(=O)NCC2=CC(=CC=C2)C(F)(F)F
590731,C1=CC2=C(C=C1NC(=O)C(F)(F)F)NC(=O)N2
6870699,CN(C)C1=CC=C(C=C1)/C=N/NC(=O)C2=CC3=C(C=C2)OCO3
2732231,CC1=C(C=C(C=C1)NC2=NN=C(O2)C3=CC=CC=C3N)C
24792392,CC1=CC=CC=C1C(=O)NC2CCN(CC2)C(=O)NC3CCCCC3
1628000,CC1=NC(=NN1)S/C(=C/C2=CC=C(O2)C3=CC=C(C=C3)C(=O)O)/C(=O)O
869435,CC1=CC(=CC(=C1OCCN2CCCC2)Cl)Cl
16236812,C1C2=CC=CC=[N+]2C(C1(C3=CC=CC=C3)O)C4=CC=CC=C4.[Br-]
2304945,C1=CC=C(C=C1)C(=NC2=CC=C(C=C2)Cl)N
9582889,CC1=CC(=C(C=C1)[N+](=O)[O-])C(=O)N/N=C/C2=CC=CS2
2811844,CC1=CC=C(C=C1)C2=NNC(=O)C(=C2)CC3=CC=C(C=C3)F
53560,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C2=C(N=CC=C2)Cl
2439959,CCNC(=O)COC(=O)CCNC(=O)C1=CC=CC(=C1)C
4032222,CCOC1=CC=CC=C1NC(=S)NCCCN2C=CN=C2
2349902,COC1=CC=C(C=C1)NC(=O)COC(=O)C2=C(C=C(C=C2)F)F
4604458,C1=CC=C(C(=C1)CSCC(=O)NCC2=CC=C(C=C2)F)F
2077845,CC1=C(C=C(C=C1)NC(=O)CN2C(=O)C3=CC=CC=C3N=N2)C
2810804,CN1C=C(C(=N1)C2=CC(=CC=C2)NC(=O)CCC(=O)O)Br
2763905,CN1C(=CN=C1SCCOC2=CC=C(C=C2)OC)CO
788684,C1=CC(=CC(=C1)[N+](=O)[O-])/C=C/C2=CC=NC=C2
2742881,CC1=C(C=C(O1)C2=CC=CC=C2)C(=O)NC3CCN(CC3)CC4=CC=CC=C4
6494496,CCOC1=CC=C(C=C1)N2CC(CC2=O)C(=O)NC3CCSC3=O
6866135,CCOC(=O)N/N=C/C1=C(C=CC(=C1)[N+](=O)[O-])OCC2=CC=CC=C2F
8485669,C1CCC(CC1)NC(=S)NCCC2=CC(=CC=C2)Cl
24816846,C1CCC(CC1)(CNC(=O)C2=CNC(=O)C=C2)N3CCCCC3
9507211,CCC1=CC2=C(S1)N=CN=C2SCC3=CC=C(O3)C(=O)OC
20899774,CC(CCC1=CC=CC=C1)NC(=O)CCC2=CN(C3=CC=CC=C32)C
5336355,C1=CC=C2C(=C1)C(=CN2)C(=O)N/N=C/C3=CSC=C3
2986335,CN1C2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3
5824,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C.COS(=O)(=O)[O-]
626649,CC(C)(C)C1=CC=C(C=C1)C2=C(C(=O)N3CCSC3=N2)C#N
2508573,CC1=C(C(=CC=C1)NC(=S)NCCC2=CC3=C(C=C2)OCCO3)C
9613554,C1=CSC(=C1)C(=O)N/N=C/C2=CC=C(C=C2)N3C=CN=C3
2450626,CCN(CC(=O)NCC1=CC=C(C=C1)Cl)C(=O)/C=C/C2=CC=CC=C2
2443590,COC1=CC=CC=C1CNC2=C3C=CSC3=NC=N2
4108103,CC1=NC2=CC=CC=C2C(=C1)C(=O)NCC3=CC=CC=C3Cl
2840313,COC1=CC=C(C=C1)C2N(C(=O)CS2)CC3=CC=CC=C3
2741159,CC1=CC=C(C=C1)N=NC2=C(NC3=C2C=C(C=C3)F)O
6866645,CC1=CC(=NC(=N1)N/N=C/C2=CC=CC=C2OC)C
5906185,C/C(=N/NC(=O)C1=CC=CO1)/C2=CC=C(S2)Br
2287703,CCOC(=O)COC1=CC=CC=C1/C=C\2/C(=O)NC(=O)N2
16239390,CN1CCN(CC1)/N=C/C2=CC=C(C=C2)Br.Cl
16196268,C1CC2=C(C1)SC3=NC=NC(=C23)NCC4=CN=CC=C4.Cl
4779664,CC1=CC(=C(C=C1)C)C(=O)NC(C)CCC2=CC=CC=C2
6902535,C1CCN(CC1)/N=C/C2=CC=C(C=C2)[N+](=O)[O-]
673528,CC1=CC(=C(C=C1)NC(=O)C2=NC=CN=C2)Br
1214514,C=CCN1CCN(CC1)C2=C(C=NC=C2)S(=O)(=O)N3CCCCC3
16294017,CC(C1=CC=C(C=C1)S(=O)(=O)N)NC(=O)CCCC2CCCCC2
9261735,C1=CC=C2C(=C1)C(=NN(C2=O)CC3=NC4=CC=CC=C4O3)C(=O)O
6467458,CC1=CC=CC=C1CC(=O)NC2CCCCCC2
2814197,C1=CC(=CC(=C1)OC2=NC=C(C=C2)NC(=O)C3=CC=CO3)C(F)(F)F
3815037,CC1=NC2=C(C=NN2C(=C1)Cl)C3=CC=CC=C3
1131190,COC1=CC=CC=C1NC(=O)C2=CC3=NSN=C3C=C2
3622553,CC(C)(CCl)C(=O)NC1=NC(=NC=C1)C2=CC=NC=C2
617079,CSC1=C(C(=C(S1)C(=O)N2CCCCC2)C3=CC=CS3)C#N
4782586,C1=CC=C(C=C1)SCCCC(=O)NC2=CC=CC(=C2)CO
2973404,CC1=CC(=C(C=C1)OC)NC2=NC3=CC=CC=C3C(=N2)N.Cl
917117,CC(C)OC(=O)/C(=C/C1=CN(C2=CC=CC=C21)C)/C#N
2938353,CC1=CC=C(C=C1)C2=CC=C(C=C2)S(=O)(=O)NCC3CCCO3
6852389,CN1CCC2=C3[C@@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.Cl
859877,C1CCC(C1)NC(=O)CSC2=NN=C(O2)C3=CC(=CC=C3)F
887858,CC(C)C1=CC=C(C=C1)C(=O)NC2=CN=CC=C2
2433778,CC(C)(C)CC(C)(C)NC(=S)NN1CCN(CC1)C
2731369,CCOC1=CC=C(C=C1)NC(=S)NCC2=CN=CC=C2
6484490,CN1C2=C(C(=O)NC1=O)N(C(=N2)N3CCCC3)CC(COCC=C)O
2155692,CC1=CC(=CC=C1)C2=NN=C(O2)SCC(=O)N3CCOCC3
2394083,C1CCC(=CC1)CCNC(=O)COC(=O)C2=CC(=CC=C2)Br
3892355,COC1=CC=C(C=C1)CCC(=O)NCC23CC4CC(C2)CC(C4)C3
135486010,COC1=CC(=CC(=C1O)/C=N/NC(=O)CSC2=CC=CC=N2)[N+](=O)[O-]
851462,C1COCCN1CC2=CC=C(C=C2)NC(=O)C3=CC=CO3
9569172,CC1=C(SC(=N1)N/N=C/C2=CC=C(C=C2)C(C)C)C(=O)OC
16194264,CCN(CC)C(=O)CN1C=C(C2=CC=CC=C21)SCC(=O)NC
2904040,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)NCCC3=CC=C(C=C3)S(=O)(=O)N
2411091,CC1=CC(=C(C=C1)C(=O)OCC(=O)NC2=CC=CC=C2Cl)O
1213598,COC1=CC(=CC=C1)OCC(=O)NNC(=O)C2=C(C3=CC=CC=C3C=C2)O
2151920,CC1CCN(CC1)C(=O)COC2=CC=CC3=C2CCN(C3=O)C
689341,CCC1=CC=C(C=C1)S(=O)(=O)NC2=NC=C(C=C2)Cl
135412087,CC1=NN=C(NC1=O)N/N=C/C2=CNC3=CC=CC=C32
863021,CC1=CC(=CC=C1)NC(=O)CN2C3=CC=CC=C3N=N2
2813186,C1CN(CCC1C(=O)O)C(=O)C2=CSC(=N2)C3=CC4=C(C=C3)OCC4
